Recency,Frequency,Monetary,Cluster
11,128,287.43,0
18,26,91.95,0
43,52,158.85,0
3,3,18.33,0
8,551,1256.08,0
54,32,109.93,0
87,128,505.76,0
36,507,1292.14,0
2,9,30.11,0
29,103,516.9,0
11,201,481.63,0
210,8,12.620000000000001,2
47,381,682.42,0
23,33,69.68,0
21,82,283.75,0
245,79,177.4,2
7,210,445.15,0
34,94,243.23,0
3,151,444.63,0
35,141,397.95,0
3,183,236.3,0
2,226,698.11,0
46,32,85.62,0
38,28,92.51,0
1,165,556.88,0
16,46,112.45,0
259,71,228.78,2
45,101,316.06,0
11,63,71.14,0
29,28,55.339999999999996,0
42,32,41.14,0
91,17,298.66,0
38,270,24101.56,1
309,29,67.1,2
91,98,277.93,0
5,1143,3816.4,0
195,22,56.2,2
86,55,117.35000000000001,0
269,39,121.78,2
7,28,96.64,0
64,65,254.24,0
30,6,32.339999999999996,0
21,74,233.82,0
37,39,175.77,0
119,83,237.29,0
85,9,25.72,0
39,299,613.64,0
173,10,25.85,2
53,34,84.61,0
32,84,242.24,0
144,70,279.87,2
220,8,71.9,2
44,66,241.98,0
3,134,567.86,0
65,178,552.98,0
268,1,29.95,2
9,64,174.24,0
259,23,51.58,2
364,73,136.97,2
16,101,315.41,0
21,33,69.45,0
44,21,57.48,0
287,23,193.19,2
291,2,5.1,2
2,131,329.49,0
283,1,4.95,2
16,21,62.4,0
81,11,19.61,0
55,223,627.58,0
100,31,48.82,0
298,38,100.54,2
22,167,398.65,0
58,40,127.67,0
154,18,51.15,2
98,53,116.52,0
106,1,0.85,0
11,67,243.6,0
263,12,159.23000000000002,2
239,10,53.599999999999994,2
87,67,296.45,0
49,39,72.87,0
8,83,214.79,0
41,57,148.13,0
6,48,221.15,0
61,28,93.33,0
248,13,15.34,2
65,6,9.08,0
17,31,135.31,0
84,49,95.78,0
218,18,28.419999999999998,2
44,342,786.18,0
142,16,8.92,2
182,30,79.53,2
170,8,26.75,2
9,279,663.93,0
205,35,158.44,2
189,30,73.47,2
7,16,34.11,0
58,32,56.71,0
56,204,406.07,0
72,38,60.16,0
51,16,49.72,0
315,16,150.4,2
366,13,41.72,2
28,117,427.44,0
38,40,124.25,0
17,89,215.83,0
51,78,253.01,0
3,365,1169.3,0
21,38,76.71,0
262,21,72.3,2
59,37,98.26,0
367,1,7.95,2
18,31,85.97,0
52,37,75.62,0
87,30,140.65,0
249,37,106.44,2
2,118,486.71,0
246,1,10.95,2
8,237,518.48,0
156,29,60.74,2
133,22,86.03,0
295,1,1.06,2
4,18,22.57,0
38,136,422.59,0
268,29,173.31,2
49,89,266.19,0
8,137,442.39,0
15,19,66.17,0
281,14,26.2,2
63,22,38.589999999999996,0
1,499,1626.89,0
251,2,18.7,2
224,7,32.9,2
16,35,102.69,0
10,99,329.17,0
7,85,175.94,0
50,127,262.97,0
58,3,10.25,0
94,69,133.38,0
15,87,347.66,0
125,23,85.67999999999999,0
93,58,208.37,0
49,15,81.15,0
137,8,25.55,0
60,11,41.06,0
99,176,430.65,0
72,11,26.53,0
71,28,59.36,0
66,15,52.730000000000004,0
63,46,183.61,0
16,31,102.37,0
22,219,402.16,0
31,297,644.91,0
44,67,148.86,0
15,11,43.379999999999995,0
39,6,43.12,0
2,151,341.58,0
236,19,44.6,2
74,15,62.691,0
3,172,452.8,0
2,115,234.15,0
360,18,62.730000000000004,2
58,36,104.4,0
22,50,103.41,0
30,97,214.27,0
54,63,147.8,0
24,19,80.88,0
44,66,208.51,0
88,46,114.26,0
1,123,462.19,0
80,24,91.84,0
18,43,190.24,0
78,6,22.9,0
170,44,199.12,2
80,14,60.0,0
266,37,332.69,2
234,19,81.01,2
29,90,157.63,0
36,95,215.25,0
317,122,399.9,2
56,96,235.51,0
44,134,320.71,0
202,8,14.14,2
218,7,22.830000000000002,2
86,47,158.15,0
189,35,68.27,2
32,38,93.05,0
70,25,116.67999999999999,0
40,48,230.83,0
77,20,57.550000000000004,0
56,21,50.1,0
7,142,576.89,0
9,655,1457.53,0
7,293,712.35,0
33,51,297.91,0
211,91,233.62,2
23,93,310.35,0
169,16,43.379999999999995,2
61,7,14.22,0
52,69,240.34,0
260,24,74.12,2
365,21,67.1,2
31,124,211.63,0
16,274,775.8,0
257,14,35.38,2
176,2,46.95,2
44,135,409.61,0
50,18,96.6,0
16,119,397.05,0
360,3,17.95,2
8,260,968.72,0
73,61,240.03,0
70,45,191.66,0
352,54,174.03,2
2,131,222.36,0
116,25,43.43,0
372,65,280.4,2
196,33,144.77,2
176,6,11.95,2
22,25,242.91,0
20,108,246.23000000000002,0
71,17,40.35,0
339,11,30.05,2
5,168,406.15,0
30,103,222.97,0
169,8,17.900000000000002,2
116,19,51.53,0
8,120,500.73,0
9,79,297.58,0
212,23,62.78,2
22,27,109.92,0
107,12,20.23,0
25,167,472.36,0
138,22,37.03,0
213,44,73.46,2
37,4,1.28,0
91,44,121.46,0
17,37,91.52,0
2,16,49.57,0
330,14,74.92,2
63,156,897.98,0
119,69,205.57999999999998,0
34,19,47.0,0
217,3,16.85,2
171,56,138.91,2
71,16,56.6,0
0,37,90.2,0
195,1,4.15,2
127,111,235.57,0
43,20,71.93,0
5,301,1527.8700000000001,0
13,317,661.68,0
17,41,113.96,0
27,152,422.43,0
7,45,47.980000000000004,0
36,10,30.4,0
156,11,41.08,2
283,18,89.25,2
106,141,219.28,0
24,84,149.55,0
74,15,84.05,0
15,43,113.14999999999999,0
157,2,11.4,2
43,37,153.28,0
10,85,312.18,0
31,222,621.62,0
290,9,53.5,2
20,60,212.01,0
332,8,15.9,2
17,28,54.93,0
3,94,283.02,0
62,39,122.39,0
197,32,69.69,2
32,34,155.71,0
0,110,208.38,0
6,70,791.65,0
4,645,1523.43,0
9,104,323.95,0
31,86,253.75,0
52,5,14.780000000000001,0
11,52,181.79,0
17,51,262.3,0
18,18,50.92,0
36,127,300.36,0
1,69,167.21,0
17,117,272.94,0
81,221,639.07,0
32,92,248.95,0
65,109,280.35,0
8,125,313.78,0
266,5,2.67,2
246,23,41.45,2
3,109,226.95000000000002,0
60,31,57.21,0
74,98,218.81,0
89,33,115.6,0
59,57,149.36,0
28,81,141.56,0
322,4,12.64,2
52,35,96.12,0
269,43,86.33,2
1,355,711.57,0
49,100,112.33,0
60,206,411.67,0
144,86,508.36,0
18,72,201.38,0
94,29,87.41,0
0,198,289.0,0
264,57,153.95,2
301,15,24.05,2
69,23,118.8,0
301,5,11.65,2
18,59,103.61,0
12,168,500.15,0
35,231,625.27,0
18,44,88.64,0
53,30,62.96,0
56,31,78.31,0
21,7,49.449999999999996,0
43,47,89.77,0
26,73,221.64000000000001,0
44,95,342.15,0
112,51,231.17,0
16,399,1248.75,0
24,18,34.480000000000004,0
190,6,28.49,2
301,21,87.61,2
1,353,743.83,0
262,9,13.4,2
80,1,2.95,0
105,2,39.900000000000006,0
56,6,26.15,0
212,76,136.9,2
63,8,25.34,0
27,17,32.41,0
28,107,350.88,0
5,132,289.61,0
7,282,625.77,0
66,24,79.0,0
1,171,381.84,0
45,86,215.45,0
33,63,165.82,0
0,4,7.0600000000000005,0
135,34,103.26,0
197,19,55.44,2
190,43,145.47,2
149,11,16.33,2
87,14,36.61,0
44,3,19.0,0
63,99,208.05,0
98,110,236.05,0
217,9,24.03,2
2,202,356.2,0
27,132,222.66,0
177,32,125.94,2
63,4,34.0,0
20,85,170.89000000000001,0
19,230,580.0,0
33,146,421.91,0
73,2,14.58,0
23,171,504.94,0
51,165,323.03,0
274,13,29.85,2
164,19,48.96,2
6,345,783.0,0
87,28,143.1,0
63,146,339.47,0
24,17,50.03,0
9,35,111.2,0
75,53,176.52,0
15,18,24.51,0
191,19,83.8,2
173,26,86.33,2
76,42,129.41,0
32,31,132.09,0
46,39,99.44,0
72,62,104.10000000000001,0
296,50,74.96,2
2,88,276.01,0
8,97,274.01,0
49,136,497.57,0
160,16,40.47,2
359,22,106.4,2
4,11,188.32,0
106,86,361.08,0
24,83,101.36,0
31,4,5.4,0
19,3,6.55,0
296,13,99.1,2
371,13,69.5,2
21,159,482.3,0
4,35,90.67,0
51,111,292.12,0
29,6,12.7,0
276,17,49.050000000000004,2
60,42,97.58,0
24,13,86.03,0
185,157,433.89,2
1,298,1102.96,0
1,200,727.72,0
171,15,84.23,2
80,14,40.92,0
3,17,54.8,0
189,30,93.60000000000001,2
21,77,215.23,0
17,4,13.93,0
18,180,459.79,0
4,31,93.76,0
106,55,209.31,0
2,45,175.2,0
53,5,15.39,0
164,3,11.3,2
290,31,53.03,2
9,925,1892.72,0
108,261,670.85,0
95,32,62.44,0
242,17,69.87,2
162,86,196.86,2
2,74,253.51,0
34,17,48.06,0
66,207,803.76,0
23,11,75.0,0
0,474,1440.79,0
20,58,224.26,0
5,31,88.61,0
53,19,64.89,0
363,3,15.350000000000001,2
14,19,49.17,0
193,35,75.79,2
2,5,12.96,0
8,133,437.17,0
2,106,237.82,0
126,58,220.38,0
73,46,170.29,0
70,28,39.92,0
364,1,2.55,2
154,11,16.57,2
112,6,9.73,0
373,14,35.9,2
79,31,83.51,0
248,8,37.45,2
231,13,87.2,2
70,33,61.39,0
68,10,44.43,0
3,222,494.95,0
50,27,130.54,0
74,53,159.95,0
60,85,148.62,0
15,12,49.25,0
3,7,11.35,0
276,11,27.05,2
3,62,88.87,0
40,30,93.15,0
30,32,78.88,0
74,34,73.32000000000001,0
17,174,1043.22,0
14,280,999.88,0
218,6,7.78,2
185,11,46.370000000000005,2
32,66,213.49,0
69,30,86.91,0
182,26,123.67,2
14,33,93.71000000000001,0
235,5,19.55,2
30,97,365.05,0
253,16,48.36,2
3,9,26.259999999999998,0
51,29,133.14,0
245,5,15.950000000000001,2
80,48,147.54,0
274,23,62.96,2
0,184,749.16,0
78,20,101.35,0
29,119,288.47,0
73,60,147.89,0
16,153,713.18,0
222,9,40.55,2
31,72,195.21,0
22,95,361.37,0
24,52,183.12,0
105,12,25.66,0
4,35,120.77,0
245,27,98.17,2
177,62,95.35,2
169,14,45.51,2
38,21,27.13,0
71,24,54.07,0
53,123,503.24,0
15,76,260.36,0
140,31,129.73,0
17,258,668.86,0
21,80,189.51,0
9,192,309.44,0
367,8,24.17,2
188,2,1.24,2
15,17,43.8,0
361,9,48.5,2
18,32,24.19,0
67,52,186.87,0
14,20,25.66,0
23,157,429.61,0
16,262,781.94,0
27,6,16.82,0
1,117,431.08,0
54,93,183.71,0
33,92,464.77,0
2,170,325.96999999999997,0
365,3,20.75,2
42,10,30.299999999999997,0
72,44,85.39,0
4,30,53.089999999999996,0
3,281,709.93,0
60,62,139.8,0
46,547,1518.14,0
0,62,172.05,0
75,16,53.88,0
43,13,58.79,0
255,3,165.95,2
68,59,256.84000000000003,0
134,10,39.300000000000004,0
240,21,97.45,2
226,5,11.85,2
8,312,659.72,0
8,154,334.26,0
0,284,1284.26,0
36,123,345.04,0
45,27,90.84,0
84,79,429.7,0
18,394,938.26,0
2,22,76.85,0
8,438,1312.75,0
18,627,1966.41,0
218,88,443.5,2
77,19,8.61,0
266,3,22.25,2
8,235,876.18,0
368,44,102.21,2
14,198,783.43,0
25,25,59.72,0
261,37,87.44,2
16,228,279.29,0
90,42,282.83,0
301,146,533.33,2
25,178,391.28000000000003,0
363,44,73.23,2
45,263,613.5600000000001,0
35,664,1552.52,0
51,84,115.73,0
31,28,94.67,0
51,52,183.64,0
78,119,288.53000000000003,0
52,1,1.45,0
297,1,1.25,2
171,16,48.2,2
46,4,472.65,0
28,192,281.31,0
10,236,594.06,0
86,356,687.55,0
4,447,1234.93,0
24,45,122.93,0
17,69,118.75,0
44,95,362.34,0
30,25,35.0,0
372,9,122.35,2
57,34,72.16,0
371,2,1.24,2
113,171,461.31,0
214,13,47.56,2
318,7,9.54,2
64,22,88.91,0
7,43,140.45,0
96,13,15.56,0
19,63,219.98000000000002,0
184,24,124.3,2
3,712,1700.32,0
293,1,8.5,2
272,34,96.4,2
30,221,357.51,0
47,58,233.41,0
259,38,176.85,2
57,141,326.27,0
32,254,726.19,0
56,26,72.02,0
67,49,120.32000000000001,0
9,157,729.74,0
59,71,137.51,0
79,48,176.46,0
73,16,37.84,0
1,342,809.59,0
99,59,152.63,0
364,19,101.75,2
9,190,711.9,0
19,3,13.45,0
122,148,355.56,0
7,5,14.45,0
3,95,228.29,0
28,316,927.13,0
281,12,48.019999999999996,2
56,16,38.83,0
0,280,504.02,0
364,66,145.55,2
88,18,31.419999999999998,0
10,156,579.1,0
162,120,729.42,2
64,24,50.480000000000004,0
22,60,192.85,0
173,98,174.86,2
102,93,267.4,0
142,67,172.2,0
98,23,53.64,0
22,150,231.68,0
191,16,69.98,2
4,28,66.32,0
360,15,83.0,2
7,426,746.8,0
13,320,1062.46,0
102,28,63.08,0
2,95,360.79,0
10,191,506.46,0
95,26,97.21,0
226,38,124.38,2
15,26,87.96,0
38,28,92.63,0
50,22,87.67,0
92,8,30.0,0
156,11,33.21,2
38,23,48.99,0
183,12,97.0,2
0,47,150.32,0
227,24,36.15,2
127,10,42.97,0
39,11,23.92,0
30,166,696.76,0
196,26,287.37,2
8,298,898.62,0
36,117,153.71,0
63,64,202.9,0
42,379,711.1800000000001,0
49,11,29.28,0
42,12,39.69,0
52,14,23.94,0
186,8,40.839999999999996,2
333,19,40.300000000000004,2
3,20,39.269999999999996,0
9,9,74.84,0
23,19,71.05,0
14,2,5.9,0
365,13,66.29,2
105,72,229.56,0
59,8,18.73,0
28,28,46.38,0
140,11,41.89,2
22,128,295.04,0
21,139,507.55,0
76,7,67.77,0
4,289,1019.32,0
63,123,450.66,0
11,156,397.0,0
24,6,9.5,0
30,174,642.53,0
66,1,0.72,0
66,39,107.92,0
186,37,135.74,2
37,26,51.91,0
14,96,328.87,0
34,36,70.28,0
194,135,418.37,2
1,186,572.12,0
0,99,336.94,0
366,45,116.87,2
64,62,157.1,0
298,44,226.44,2
25,158,328.7,0
7,123,413.07,0
11,82,854.46,0
115,44,170.07,0
28,56,135.25,0
3,665,1864.59,0
4,200,725.09,0
81,86,288.5,0
28,140,527.84,0
63,19,65.8,0
3,545,1187.75,0
22,104,430.66,0
289,8,16.57,2
35,30,78.09,0
8,57,302.11,0
23,136,307.04,0
276,9,34.86,2
49,130,270.35,0
155,326,913.53,0
60,55,85.68,0
11,650,2007.65,0
20,87,266.67,0
370,14,97.7,2
115,6,17.44,0
79,208,418.88,0
3,77,160.13,0
25,53,86.91,0
4,886,1812.21,0
52,48,104.05,0
0,49,156.87,0
54,61,239.64,0
25,56,106.2,0
8,236,665.11,0
51,305,634.03,0
12,279,840.0,0
211,33,225.14,2
21,249,555.1,0
235,21,54.83,2
138,19,21.150000000000002,0
3,61,508.8,0
56,42,129.71,0
122,87,126.1,0
108,16,83.79,0
29,1,2.08,0
0,54,180.63,0
184,26,106.21,2
8,18,84.07,0
238,16,53.27,2
86,7,21.05,0
38,101,203.76,0
115,14,37.44,0
186,7,23.400000000000002,2
226,26,60.730000000000004,2
7,31,42.72,0
188,21,23.95,2
3,31,86.91,0
38,42,100.05,0
2,42,443.19,0
266,2,12.01,2
77,39,114.85000000000001,0
3,91,327.12,0
254,81,191.35,2
60,22,53.97,0
12,144,344.03,0
77,411,1493.23,0
16,121,506.21,0
29,3,5.95,0
2,128,603.86,0
4,7,41.84,0
6,12,18.0,0
218,1,1.79,2
10,95,366.12,0
371,1,1.25,2
29,41,122.21000000000001,0
287,12,23.4,2
149,6,19.63,2
22,23,55.83,0
0,169,516.63,0
72,50,174.45,0
45,43,114.62,0
4,44,164.99,0
50,53,174.11,0
16,12,33.0,0
29,15,26.85,0
7,73,218.33,0
28,214,303.57,0
2,268,461.2,0
40,16,99.57,0
10,228,483.42,0
30,7,6.71,0
44,3,4.15,0
60,9,18.060000000000002,0
184,4,16.14,2
78,150,406.22,0
110,2,3.58,0
63,11,29.28,0
11,22,35.35,0
85,28,63.19,0
15,32,105.87,0
245,32,109.16,2
77,77,213.06,0
29,22,97.7,0
137,15,49.51,0
26,70,138.57,0
2,97,176.68,0
31,102,320.65,0
8,10,38.42,0
112,22,109.30000000000001,0
156,22,47.72,2
84,65,229.9,0
114,48,209.91000000000003,0
2,321,1283.72,0
95,308,848.6899999999999,0
193,42,77.07,2
27,83,159.35999999999999,0
128,14,60.589999999999996,0
27,84,397.28000000000003,0
81,62,233.45,0
29,514,1366.49,0
265,5,8.86,2
73,101,512.47,0
313,70,152.87,2
8,82,227.97,0
58,61,226.69,0
142,1,112.35,2
11,297,742.57,0
27,154,428.73,0
113,62,157.56,0
8,148,501.34,0
17,174,543.5,0
17,80,316.53000000000003,0
35,25,146.74,0
35,28,16.87,0
77,2,9.9,0
21,9,31.169999999999998,0
24,63,241.65,0
32,81,342.19,0
108,52,107.73,0
34,149,429.8,0
122,188,518.27,0
6,96,207.45,0
27,115,438.04,0
3,62,168.25,0
2,198,637.22,0
49,124,278.6,0
317,15,38.0,2
21,77,501.94,0
8,52,235.85999999999999,0
1,213,563.37,0
17,65,126.32,0
9,42,121.01,0
261,1,12.75,2
158,90,175.01,2
32,419,1398.88,0
28,120,279.59000000000003,0
164,12,62.0,2
46,29,54.410000000000004,0
5,131,689.33,0
7,43,201.51,0
287,9,35.7,2
317,10,13.579999999999998,2
2,38,131.96,0
232,18,79.13,2
118,7,13.79,0
161,9,15.95,2
184,31,105.29,2
49,35,116.14,0
151,250,480.04,0
334,14,55.79,2
4,134,471.6,0
15,27,57.27,0
106,23,127.85,0
15,52,262.13,0
275,24,117.75,2
15,486,1851.86,0
246,18,45.45,2
238,15,287.8,2
0,48,253.24,0
105,35,246.09,0
22,85,293.42,0
51,9,14.58,0
194,16,58.06,2
23,14,39.05,0
74,23,25.46,0
17,20,51.36,0
7,15,41.400000000000006,0
31,67,217.45,0
21,102,245.45,0
30,229,377.4,0
28,105,406.57,0
21,5,22.65,0
32,145,359.27,0
283,10,30.669999999999998,2
38,14,49.28,0
49,60,170.11,0
288,16,38.08,2
74,16,17.17,0
4,87,330.45,0
217,4,6.65,2
43,64,270.72,0
201,15,41.59,2
177,80,185.15,2
55,128,254.09,0
56,23,69.91,0
7,76,318.52,0
46,2,1.44,0
226,10,37.65,2
10,89,253.92,0
105,60,140.55,0
58,20,428.96,0
27,236,606.47,0
35,35,84.42,0
273,29,113.44,2
29,29,159.76,0
23,96,278.14,0
53,38,75.86,0
35,148,259.68,0
168,67,319.79,2
53,13,6.83,0
52,7,19.52,0
26,213,691.11,0
252,4,5.54,2
39,164,679.65,0
59,102,623.17,0
233,9,33.45,2
3,271,788.57,0
31,25,47.13,0
23,467,1153.07,0
6,62,121.85,0
64,27,79.5,0
309,48,208.9,2
308,21,54.08,2
18,47,64.49000000000001,0
15,208,359.14,0
95,47,94.42,0
263,73,270.7,2
11,536,1491.67,0
2,35,91.88,0
34,25,61.87,0
182,14,51.77,2
24,29,92.2,0
12,105,282.84,0
10,19,61.29,0
2,555,1499.41,0
312,16,63.55,2
107,40,85.91,0
0,394,1663.96,0
52,31,52.91,0
204,9,26.15,2
14,54,178.41,0
119,69,131.46,0
3,56,169.25,0
362,37,123.19,2
116,86,236.29,0
17,18,101.06,0
4,111,167.37,0
40,74,145.26,0
106,16,39.17,0
147,116,273.92,0
51,12,48.33,0
207,23,46.26,2
138,122,282.79,0
1,73,194.8,0
126,37,128.83,0
107,6,6.04,0
41,116,215.95,0
34,25,42.93,0
227,69,231.26,2
240,15,71.30000000000001,2
57,9,60.629999999999995,0
129,89,214.07999999999998,0
59,293,480.93,0
21,44,81.7,0
25,122,384.59999999999997,0
8,140,377.7,0
31,105,237.78,0
3,96,251.0,0
307,1,7.65,2
7,132,362.27,0
28,68,193.58,0
16,49,108.88,0
100,30,62.410000000000004,0
11,55,90.22,0
20,59,98.78,0
14,81,213.72,0
360,53,155.87,2
10,69,108.09,0
364,1,1.06,2
94,12,35.25,0
77,55,168.45,0
138,14,32.27,0
17,28,59.300000000000004,0
24,136,328.08,0
0,485,1341.17,0
45,11,31.14,0
99,73,273.18,0
7,99,260.59,0
14,199,287.04,0
17,49,134.53,0
279,6,9.799999999999999,2
13,33,136.27,0
22,6,26.93,0
123,1,10.95,0
85,28,49.62,0
300,12,15.3,2
150,526,1217.54,0
16,725,2033.2,0
93,9,26.57,0
8,424,1615.4,0
156,157,329.54,2
354,17,79.94,2
45,31,87.72,0
14,83,223.91,0
3,486,1173.93,0
85,1,1.06,0
14,213,361.96,0
178,8,26.54,2
7,71,173.93,0
35,27,154.59,0
128,8,11.6,0
50,16,22.509999999999998,0
311,19,21.31,2
23,44,151.72,0
302,58,158.43,2
10,15,31.56,0
16,125,356.0,0
48,29,140.18,0
238,35,104.69,2
0,409,1114.88,0
12,465,901.54,0
237,33,63.62,2
22,124,282.82,0
72,33,46.1,0
16,86,271.21,0
40,251,583.13,0
39,57,107.1,0
218,28,198.79,2
189,71,196.21,2
70,24,82.9,0
23,405,1237.62,0
10,78,105.57,0
8,110,146.61,0
64,2,17.1,0
3,49,88.78,0
18,15,48.74,0
14,45,87.74,0
7,28,45.980000000000004,0
19,76,184.85,0
77,15,70.47,0
0,224,1273.57,0
163,3,3.18,2
306,56,189.57,2
218,4,13.77,2
38,27,119.24,0
21,89,271.63,0
114,38,183.98,0
125,206,683.42,0
4,59,345.75,0
35,32,100.54,0
3,201,446.55,0
0,94,297.1,0
329,114,1026.39,2
162,2,22.7,2
184,13,99.13,2
15,64,223.33,0
11,43,177.41,0
2,66,179.59,0
43,6,2.55,0
79,14,195.53,0
29,271,635.91,0
41,30,88.25,0
10,208,864.67,0
49,30,116.44,0
15,135,226.28,0
44,28,61.38,0
18,43,114.85,0
3,272,818.23,0
71,2,8.33,0
0,343,1249.07,0
120,42,88.65,0
32,14,27.970000000000002,0
312,43,84.33,2
17,48,121.31,0
87,54,129.92,0
1,138,392.2,0
1,9,21.849999999999998,0
246,19,96.25,2
147,8,5.28,2
28,140,370.99,0
219,1,1.06,2
147,135,883.9000000000001,0
176,9,6.95,2
39,36,60.92,0
144,1,4287.63,0
1,278,975.15,0
7,350,3312.09,0
0,107,256.29,0
17,19,65.03999999999999,0
191,61,161.25,2
203,8,22.6,2
364,17,25.63,2
126,19,61.199999999999996,0
14,54,131.39000000000001,0
42,111,212.81,0
78,37,165.41,0
22,106,254.86,0
50,28,109.18,0
15,212,597.79,0
157,9,24.490000000000002,2
9,41,192.33,0
9,5,5.85,0
15,90,278.96,0
44,78,93.81,0
190,174,359.26,2
78,14,24.87,0
73,31,57.510000000000005,0
3,83,215.3,0
64,21,68.56,0
260,24,69.51,2
58,29,31.23,0
0,86,256.03,0
0,110,378.06,0
247,12,42.28,2
7,27,99.36,0
358,10,51.65,2
75,17,34.33,0
289,40,69.53,2
16,5,271.5,0
220,18,62.9,2
8,28,78.67,0
2,38,88.45,0
205,140,486.25,2
161,52,153.57,2
69,16,56.71,0
261,88,234.23,2
280,22,35.69,2
57,367,832.42,0
24,20,44.22,0
2,1076,2607.08,0
28,106,210.16,0
71,6,16.62,0
127,40,89.12,0
30,87,325.45,0
14,135,374.8,0
308,11,27.92,2
16,83,257.43,0
53,30,98.92999999999999,0
23,46,88.58,0
1,73,141.95,0
10,33,103.22999999999999,0
360,6,9.55,2
359,9,54.050000000000004,2
0,23,130.44,0
53,49,171.85999999999999,0
0,260,867.84,0
0,390,906.01,0
120,15,60.99,0
53,9,24.1,0
279,13,19.15,2
176,3,38.25,2
29,74,189.58,0
25,9,10.74,0
8,26,96.85,0
269,25,64.6,2
42,141,356.84000000000003,0
371,2,5.9,2
217,17,33.57,2
23,6,10.6,0
196,42,125.08,2
358,39,101.02,2
42,51,116.26,0
129,2,6.2,0
0,88,269.23,0
19,105,228.62,0
205,6,28.67,2
13,34,91.87,0
94,27,89.29,0
18,45,95.09,0
13,64,123.25,0
23,49,182.4,0
7,142,376.58,0
6,177,417.27,0
331,29,97.24,2
49,271,755.62,0
70,12,37.9,0
28,26,58.02,0
242,8,26.529999999999998,2
7,408,1249.99,0
190,6,6.82,2
4,52,132.5,0
252,45,97.09,2
0,451,1598.89,0
235,29,61.89,2
6,36,140.65,0
108,208,290.42,0
99,23,119.67,0
59,253,550.23,0
1,196,526.4,0
72,158,575.0,0
3,214,535.74,0
84,50,97.05,0
11,82,205.21,0
22,265,511.71,0
213,55,186.96,2
17,13,45.9,0
238,9,14.51,2
1,556,1110.31,0
49,15,1156.89,0
216,63,159.66,2
32,56,66.6,0
40,234,544.59,0
3,573,1466.57,0
52,142,390.15,0
22,313,836.72,0
56,98,218.66,0
129,14,54.75,0
173,3,7.6499999999999995,2
5,67,294.41,0
311,74,134.73,2
59,4,11.03,0
20,27,92.5,0
32,33,94.74,0
14,50,147.9,0
17,306,782.02,0
80,5,12.05,0
5,124,260.3,0
169,26,203.45000000000002,2
1,39,144.8,0
30,72,206.32,0
35,296,1105.14,0
8,24,60.74,0
30,35,120.15,0
275,7,38.6,2
86,5,12.83,0
119,40,93.73,0
372,8,32.15,2
0,169,472.51,0
218,54,255.32,2
64,7,49.68,0
60,92,511.77,0
134,53,192.97,0
20,8,15.17,0
11,239,501.24,0
24,270,927.5600000000001,0
28,50,207.42000000000002,0
276,22,69.45,2
10,93,440.02,0
72,82,227.35,0
10,23,54.08,0
3,161,651.39,0
140,38,74.62,0
25,90,358.48,0
18,43,82.42,0
3,18,34.18,0
65,117,425.15,0
0,15,110.05,0
42,68,126.32000000000001,0
227,11,28.5,2
15,61,210.6,0
43,115,393.0,0
0,219,352.67,0
73,27,20.49,0
0,721,2576.7,0
3,78,151.01,0
1,320,886.3,0
263,16,35.77,2
52,30,159.27,0
23,11,30.8,0
9,119,290.79,0
43,15,43.74,0
16,127,257.6,0
6,286,1103.64,0
29,254,1432.94,0
357,19,64.65,2
126,47,77.07000000000001,0
135,18,46.769999999999996,0
141,15,39.13,2
131,35,43.81,0
37,126,319.16,0
235,19,96.6,2
260,8,17.1,2
16,146,467.64,0
252,24,138.1,2
29,80,149.59,0
34,55,90.35,0
168,31,121.48,2
2,108,342.6,0
3,395,1714.85,0
184,5,8.850000000000001,2
187,34,106.29,2
169,7,91.05000000000001,2
10,23,56.42,0
44,29,135.29,0
320,10,20.5,2
200,1,0.85,2
22,254,643.21,0
231,6,25.15,2
37,278,1240.3,0
25,50,271.71,0
95,120,392.53,0
126,10,40.7,0
57,45,189.9,0
15,198,527.08,0
8,67,209.61,0
3,169,907.29,0
2,220,435.88,0
78,83,454.67,0
372,18,89.09,2
38,35,103.57,0
53,43,124.57,0
1,690,1512.8,0
8,26,170.48000000000002,0
8,10,24.14,0
18,99,361.14,0
11,48,215.98000000000002,0
112,15,133.43,0
3,137,122.46,0
234,8,42.15,2
99,2,12.7,0
177,35,160.71,2
4,184,124.2,0
358,1,0.42,2
0,90,85.91,0
0,741,2035.83,0
18,404,962.83,0
16,90,209.83,0
21,25,56.79,0
32,19,59.7,0
262,1,1.25,2
50,71,230.95,0
158,56,216.76,2
14,21,58.75,0
7,98,364.2,0
12,307,965.07,0
198,38,183.43,2
56,54,121.37,0
10,50,166.69,0
96,154,522.86,0
254,3,2.35,2
24,190,307.92,0
20,83,236.06,0
158,12,66.68,2
71,67,128.82,0
52,13,33.32,0
84,68,144.0,0
152,128,361.56,2
73,5,27.1,0
280,14,55.6,2
26,189,592.86,0
29,10,27.7,0
24,52,195.85999999999999,0
179,45,88.39,2
39,81,325.45,0
21,111,283.36,0
21,406,1037.06,0
36,103,225.9,0
81,147,342.05,0
73,10,22.57,0
10,43,43.91,0
15,64,897.19,0
3,849,2326.59,0
12,133,411.08,0
13,355,1245.58,0
36,17,23.98,0
3,33,301.9,0
71,49,224.48999999999998,0
190,5,24.05,2
50,13,13.9,0
4,215,516.78,0
8,82,474.14,0
298,30,77.57,2
1,23,138.3,0
32,2,5.9,0
